REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn10043	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	NONE	CHRIS FILE|CHRIS FILE	2036	1
rxn03537	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	NONE	Hope|MATT FILE	100478	1
rxn03537	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	NONE	Hope|MATT FILE	100479	1
rxn05427	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1214	1
rxn10269	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn10269	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1969	1
rxn12510	Pantoate kinase, archaeal (EC 2.7.1.-)	NONE	MATT FILE	100480	1
rxn12510	Pantothenate kinase (EC 2.7.1.33)	NONE	Hope|MATT FILE|CHRIS FILE	1262	1
rxn12510	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	NONE	Hope|MATT FILE	100481	1
rxn12510	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	NONE	Hope|MATT FILE|CHRIS FILE	1263	1
rxn12510	Pantothenate kinase archaeal, predicted (EC 2.7.1.33)	NONE	Hope	100482	0
rxn01516	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	1219	1
rxn10123	NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10123	NADH oxidase (EC 1.6.99.3)	NONE	CHRIS FILE	2047	1
rxn10123	NADH-quinone oxidoreductase chain F 2 (EC 1.6.99.5)	NONE	CHRIS FILE	2028	1
rxn10123	NAD(P)H-quinone oxidoreductase subunit 3 (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10123	NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10123	NAD(P)H-quinone oxidoreductase chain 5 (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10123	NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10123	NAD(P)H-quinone oxidoreductase chain K (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10123	NADH-quinone oxidoreductase subunit 15 (EC 1.6.99.5)	NONE	CHRIS FILE	2028	1
rxn05392	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	1223	1
rxn05392	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	1223	1
rxn05392	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1979	1
rxn05176	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	NONE	CHRIS FILE	3023	1
rxn05176	Sulfate and thiosulfate binding protein CysP	NONE	CHRIS FILE	3024	1
rxn00161	NADP-dependent malic enzyme (EC 1.1.1.40)	NONE	Hope|MATT FILE|CHRIS FILE	1227	1
rxn01857	Altronate oxidoreductase (EC 1.1.1.58)	NONE	Hope|MATT FILE|CHRIS FILE	1226	1
rxn05231	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE|CHRIS FILE	1229	1
rxn05231	Ribonucleotide reduction protein NrdI	NONE	CHRIS FILE	1229	1
rxn05231	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE	100483	1
rxn05231	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE	100484	1
rxn05231	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide_reduction	Hope|MATT FILE|CHRIS FILE	1229	1
rxn00808	Galactokinase (EC 2.7.1.6)	NONE	Hope|MATT FILE|CHRIS FILE	1230	1
rxn08900	Malate:quinone oxidoreductase (EC 1.1.99.16)	NONE	CHRIS FILE	1679	1
rxn09207	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	1894	1
rxn01477	Phosphogluconate dehydratase (EC 4.2.1.12)	NONE	Hope|MATT FILE	100485	1
rxn01477	Phosphogluconate dehydratase (EC 4.2.1.12)	NONE	Hope|MATT FILE	100486	1
rxn02380	Glucose-6-phosphate isomerase, archaeal II (EC 5.3.1.9)	NONE	Hope|MATT FILE	100487	1
rxn02380	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	1234	1
rxn02380	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	1234	1
rxn02380	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	1234	1
rxn00474	Tryptophan synthase alpha chain (EC 4.2.1.20)	NONE	Hope|MATT FILE|CHRIS FILE	1235	1
rxn00474	Tryptophan synthase beta chain (EC 4.2.1.20)	NONE	Hope|MATT FILE|CHRIS FILE	1235	1
rxn09124	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1935	1
rxn09131	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1942	1
rxn09114	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	1905	1
rxn02366	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	Aromatic_Amin_Catabolism	Hope|MATT FILE|MATT FILE	100488	1
rxn02366	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	NONE	Hope|MATT FILE|MATT FILE	100489	1
rxn05306	Phenylalanine-specific permease	NONE	CHRIS FILE	3011	1
rxn05306	Aromatic amino acid transport protein AroP	NONE	CHRIS FILE	3011	1
rxn01677	Thymidine-triphosphatase (EC 3.6.1.39)	NONE	Hope|MATT FILE	100490	1
rxn05582	D-serine/D-alanine/glycine transporter	NONE	CHRIS FILE	2043	1
rxn05582	Putative alanine/glycine transport protein	NONE	CHRIS FILE	3049	1
rxn05582	Choline-glycine betaine transporter	NONE	CHRIS FILE	3048	1
rxn05582	D-serine D-alanine glycine transporter	NONE	CHRIS FILE	1667	1
rxn05582	D-alanine glycine permease DagA	NONE	CHRIS FILE	2044	1
rxn03435	Ketol-acid reductoisomerase (EC 1.1.1.86)	NONE	Hope|MATT FILE|CHRIS FILE	1254	1
rxn01635	1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)	NONE	Hope|MATT FILE	100491	1
rxn00584	1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)	NONE	Hope|MATT FILE	100492	1
rxn08815	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08815	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn02224	L-aminoadipate-semialdehyde dehydrogenase small subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	100493	1
rxn02224	L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31)	NONE	Hope|MATT FILE	100494	1
rxn01673	Nucleoside diphosphate kinase (EC 2.7.4.6)	NONE	Hope|MATT FILE|CHRIS FILE	1255	1
rxn12845	Peptidase B (EC 3.4.11.23)	NONE	CHRIS FILE	1673	1
rxn12845	Membrane alanine aminopeptidase N (EC 3.4.11.2)	NONE	CHRIS FILE	1674	1
rxn12845	Isoaspartyl aminopeptidase (EC 3.4.19.5)	NONE	CHRIS FILE	1671	1
rxn12845	Methionine aminopeptidase (EC 3.4.11.18)	NONE	CHRIS FILE	1677	1
rxn12845	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	NONE	CHRIS FILE	1675	1
rxn12845	Asp-X dipeptidase	NONE	CHRIS FILE	1672	1
rxn12845	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	NONE	CHRIS FILE	1678	1
rxn12845	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NONE	CHRIS FILE	1676	1
rxn00085	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1256	1
rxn00085	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	Ammonia_assimilation	Hope|MATT FILE|MATT FILE|CHRIS FILE	1256	1
rxn00085	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1256	1
rxn00085	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	Ammonia_assimilation	Hope|MATT FILE|MATT FILE|CHRIS FILE	1256	1
rxn11702	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	NONE	Hope|MATT FILE	100495	1
rxn05340	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	Hope|MATT FILE|CHRIS FILE	1258	1
rxn03842	Allantoate amidohydrolase (EC 3.5.3.9)	Allantoin_Utilization	Hope|MATT FILE|CHRIS FILE	1265	1
rxn03842	Allantoate amidohydrolase (EC 3.5.3.9)	Allantoin_degradation	Hope|MATT FILE|CHRIS FILE	1265	1
rxn10857	Probable pyrimidine nucleoside transport protein	NONE	CHRIS FILE	1681	1
rxn10857	Pyrimidine nucleoside transporter	NONE	CHRIS FILE	1683	1
rxn10857	Pyrimidine nucleoside transport protein	NONE	CHRIS FILE	1682	1
rxn09133	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1944	1
rxn00832	IMP cyclohydrolase (EC 3.5.4.10)	NONE	Hope|MATT FILE|CHRIS FILE	1267	1
rxn00832	IMP cyclohydrolase (EC 3.5.4.10) [alternate form]	NONE	Hope|MATT FILE	100496	1
rxn00832	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	NONE	CHRIS FILE	1267	1
rxn00832	Phosphoribosylaminoimidazolecarboxamide formyltransferase [alternate form]	NONE	Hope|MATT FILE	100497	1
rxn01746	Allantoicase (EC 3.5.3.4)	Allantoin_Utilization	Hope|MATT FILE	100498	1
rxn01746	Allantoicase (EC 3.5.3.4)	Allantoin_degradation	Hope|MATT FILE	100499	1
rxn08817	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08817	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn00251	Phosphoenolpyruvate carboxylase, archaeal (EC 4.1.1.31)	NONE	Hope|MATT FILE|MATT FILE	100500	1
rxn00251	Phosphoenolpyruvate carboxylase, archaeal (EC 4.1.1.31)	NONE	Hope|MATT FILE|MATT FILE	100501	1
rxn00251	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	NONE	Hope|MATT FILE|MATT FILE	100502	1
rxn00251	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	NONE	Hope|MATT FILE|MATT FILE	100503	1
rxn00251	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	NONE	Hope|MATT FILE|MATT FILE	100504	1
rxn11932	Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	NONE	CHRIS FILE	1855	1
rxn00295	UDP-glucose 4-epimerase (EC 5.1.3.2)	NONE	CHRIS FILE	2050	1
rxn00295	UDP-N-acetylglucosamine 4-epimerase (EC 5.1.3.7)	NONE	Hope|MATT FILE|CHRIS FILE	1269	1
rxn11942	Mg-protoporphyrin IX monomethyl ester oxidative cyclase (anaerobic) (EC 1.14.13.81)	NONE	CHRIS FILE	1867	1
rxn06435	Cysteinyl-tRNA synthetase (EC 6.1.1.16)	NONE	Hope	100505	0
rxn00933	Proline racemase (EC 5.1.1.4)	NONE	Hope|MATT FILE	100506	1
rxn00265	Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)	NONE	Hope|CHRIS FILE	1683	1
rxn00265	Citrate lyase alpha chain (EC 4.1.3.6)	NONE	Hope|MATT FILE	100507	1
rxn00265	Citrate lyase alpha chain (EC 4.1.3.6)	NONE	Hope|MATT FILE	100508	1
rxn00265	Citrate lyase beta chain (EC 4.1.3.6)	NONE	Hope|MATT FILE	100509	1
rxn00265	Citrate lyase beta chain (EC 4.1.3.6)	NONE	Hope|MATT FILE	100510	1
rxn05317	Nucleoside permease NupC	NONE	CHRIS FILE|CHRIS FILE	3011	1
rxn05317	Nucleoside permease NupC	NONE	CHRIS FILE|CHRIS FILE	3011	1
rxn05317	Nucleoside permease NupG	NONE	CHRIS FILE	3011	1
rxn05403	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	1285	1
rxn02416	3-(3-hydroxy-phenyl)propionate hydroxylase  (EC 1.14.13.-)	NONE	Hope|MATT FILE	100511	1
rxn01368	Cytidine deaminase (EC 3.5.4.5)	NONE	Hope|MATT FILE|CHRIS FILE	1289	1
rxn01368	Cytidine deaminase (EC 3.5.4.5)	NONE	Hope|MATT FILE|CHRIS FILE	1289	1
rxn02187	Ketol-acid reductoisomerase (EC 1.1.1.86)	NONE	Hope|MATT FILE	100512	1
rxn01578	Delta 1-piperideine-2-carboxylate reductase (EC 1.5.1.21)	NONE	Hope|MATT FILE	100513	1
rxn06718	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	Peptidoglycan_Biosynthesis	Hope	100514	0
rxn06718	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	Peptidoglycan_Biosynthesis_2	Hope	100515	0
rxn08467	Alkanesulfonate monooxygenase (EC 1.14.14.5)	NONE	CHRIS FILE	1297	1
rxn01219	Cytidylate kinase (EC 2.7.4.14)	NONE	Hope|MATT FILE|CHRIS FILE	1298	1
rxn03514	Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	NONE	Hope|MATT FILE	100516	1
rxn01270	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	100517	1
rxn01270	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	NONE	Hope|MATT FILE	100518	1
rxn01270	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	100519	1
rxn01270	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	NONE	Hope|MATT FILE	100520	1
rxn01270	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	100521	1
rxn01270	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	NONE	Hope|MATT FILE	100522	1
rxn01270	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	100523	1
rxn01270	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	NONE	Hope|MATT FILE	100524	1
rxn10287	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn00272	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	NONE	Hope|MATT FILE|CHRIS FILE	1307	1
rxn00272	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	NONE	Hope|MATT FILE|CHRIS FILE	1307	1
rxn00272	Serine--pyruvate aminotransferase (EC 2.6.1.51)	NONE	CHRIS FILE	1307	1
rxn10160	D-galactonate transporter	NONE	CHRIS FILE	1637	1
rxn04160	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein ChlL (EC 1.18.-.-)	NONE	Hope|MATT FILE	100525	1
rxn04160	Light-independent protochlorophyllide reductase subunit N (EC 1.18.-.-)	NONE	Hope|MATT FILE	100526	1
rxn04160	Light-independent protochlorophyllide reductase subunit B (EC 1.18.-.-)	NONE	Hope|MATT FILE	100527	1
rxn10192	CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase	NONE	CHRIS FILE	1309	1
rxn10192	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	NONE	CHRIS FILE	1309	1
rxn07441	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	NONE	Hope|MATT FILE	100528	1
rxn07441	LL-diaminopimelate aminotransferase, predicted alternative	NONE	Hope|MATT FILE	100529	1
rxn08799	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08799	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn01021	S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	NONE	CHRIS FILE	1310	1
rxn01021	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1310	1
rxn01021	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1310	1
rxn05543	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn05543	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn05543	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn05543	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn05543	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn05543	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn05543	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn05543	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn05543	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn05543	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn05543	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn05543	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn03168	Dihydroneopterin triphosphate pyrophosphohydolase	NONE	Hope|MATT FILE	100530	1
rxn05237	Cysteine ABC transporter, substrate-binding protein	NONE	CHRIS FILE	2043	1
rxn06671	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	Hope	100531	0
rxn01127	Adenylate kinase (EC 2.7.4.3)	NONE	Hope|MATT FILE|CHRIS FILE	1320	1
rxn02102	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	Allantoin_Utilization	Hope|MATT FILE	100532	1
rxn05484	Short chain fatty acids transporter	NONE	CHRIS FILE	3043	1
rxn08309	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE|CHRIS FILE	1334	1
rxn08309	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE|CHRIS FILE	1888	1
rxn01437	Kynurenine formamidase (EC 3.5.1.9)	NONE	Hope|MATT FILE	100533	1
rxn01437	Kynurenine formamidase, bacterial (EC 3.5.1.9)	NONE	Hope|MATT FILE|MATT FILE	100534	1
rxn01437	Kynurenine formamidase, bacterial (EC 3.5.1.9)	NONE	Hope|MATT FILE|MATT FILE	100535	1
rxn03892	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100536	1
rxn03892	Solanesyl diphosphate synthase (Sds) (EC 2.5.1.11)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100537	1
rxn03892	All-trans-hexaprenyl-diphosphate synthase (EC 2.5.1.33)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100538	1
rxn03892	Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100539	1
rxn03892	Heptaprenyl diphosphate synthase component II (EC 2.5.1.30)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	100540	1
rxn10181	Ribosyl nicotinamide transporter, PnuC-like	NONE	CHRIS FILE	1641	1
rxn05461	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	1344	1
rxn05356	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	Hope|MATT FILE|CHRIS FILE	1343	1
rxn00641	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13 )	NONE	Hope|MATT FILE	100541	1
rxn08312	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	1891	1
rxn10271	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	1349	1
rxn00291	Succinylglutamate desuccinylase (EC 3.5.1.96)	NONE	Hope|MATT FILE	100542	1
rxn10242	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	1351	0
rxn05144	Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)	NONE	Hope|MATT FILE	100543	1
rxn05144	Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	NONE	Hope|MATT FILE	100544	1
rxn12849	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn12849	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn12849	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn12849	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn12849	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn12849	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn12849	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn12849	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn12849	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn12849	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn12849	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn12849	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn00340	Aspartate--ammonia ligase (EC 6.3.1.1)	NONE	Hope|MATT FILE	100545	1
rxn00772	Ribokinase (EC 2.7.1.15)	NONE	Hope|MATT FILE|CHRIS FILE	1353	1
rxn00410	CTP synthase (EC 6.3.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	1355	1
rxn05611	Glucose/mannose:H+ symporter GlcP	NONE	CHRIS FILE	1357	1
rxn00544	Pyruvate decarboxylase (EC 4.1.1.1)	NONE	Hope|MATT FILE	100546	1
rxn05160	Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5)	NONE	CHRIS FILE	3011	1
rxn05160	Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	NONE	CHRIS FILE	1359	1
rxn05160	Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)	NONE	CHRIS FILE	1359	1
rxn05160	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	NONE	CHRIS FILE	1359	1
rxn05160	Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)	NONE	CHRIS FILE	1359	1
rxn05152	Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)	NONE	CHRIS FILE	2033	1
rxn05152	Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)	NONE	CHRIS FILE	2033	1
rxn05152	Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)	NONE	CHRIS FILE	2033	1
rxn05152	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	NONE	CHRIS FILE	2033	1
rxn05680	Xanthosine permease	NONE	CHRIS FILE	2039	1
rxn02792	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	NONE	CHRIS FILE	1368	1
rxn05368	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	1384	1
rxn05351	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	Hope|MATT FILE|CHRIS FILE	1383	1
rxn05221	Proline/sodium symporter PutP (TC 2.A.21.2.1)	NONE	CHRIS FILE	1393	1
rxn05221	Sodium/proline symporter	NONE	CHRIS FILE	3041	1
rxn05362	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	1389	1
rxn00568	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	NONE	CHRIS FILE	884	1
rxn00568	Nitrite reductase probable electron transfer 4Fe-S subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	Hope|MATT FILE	100547	1
rxn00568	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	Hope|MATT FILE	100548	1
rxn00568	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	Hope|MATT FILE|CHRIS FILE	884	1
rxn00568	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	Hope|MATT FILE|CHRIS FILE	884	1
rxn03869	Aliphatic amidase amiE (EC 3.5.1.4)	NONE	CHRIS FILE	1395	1
rxn09138	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1949	1
rxn00400	Nitric oxide synthase oxygenase (EC 1.-.-.-)	NONE	CHRIS FILE	1691	1
rxn01013	Hydroxypyruvate reductase (EC 1.1.1.81)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|CHRIS FILE	1396	1
rxn01013	Hydroxypyruvate reductase (EC 1.1.1.81)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1396	1
rxn01013	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE	100549	1
rxn01013	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	NONE	Hope|MATT FILE	100550	1
rxn00872	Isovaleryl-CoA dehydrogenase (EC 1.3.99.10)	NONE	CHRIS FILE	1397	1
rxn09210	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE|CHRIS FILE	1398	1
